month,product_name,market_sales_value,market_sales_units,competitor_name,region,data_source
2025-07,AllerSafePlus,1300117.41,11975,AbbVie,Central,Third Party Estimate
2025-07,AllerSafe Plus,1849286.3,15067,Pfizer,North,Local Market Audit
2025-07,AllerSafe Plus ,1932885.82,14196,AbbVie,West,Local Market Audit
2025-07,Neuroton OD ,960976.98,17203,Pfizer,East,Local Market Audit
2025-07,Neuroton OD,687982.37,10539,AstraZeneca,North,Third Party Estimate
2025-07,Neuroton OD ,469227.48,5914,AbbVie,Gulf,Local Market Audit
2025-07,Neuroton OD ,212968.53,4514,Sanofi,South,Distributor Panel
2025-07,NeurotonOD,768289.88,13141,AbbVie,West,IQVIA
2025-07,Neuroton OD ,902666.72,10271,AstraZeneca,Central,Local Market Audit
2025-08,Cardiostat ,995438.92,15586,AbbVie,South,Third Party Estimate
2025-08,Cardiostat ,839859.59,13936,Sanofi,North,Third Party Estimate
2025-08,CARDIOSTAT,1781565.57,14922,Pfizer,Central,Local Market Audit
2025-08,Cardiostat,1240954.93,10070,Pfizer,Gulf,Local Market Audit
2025-08,Cardiostat,1252661.44,13550,Pfizer,East,Third Party Estimate
2025-08,CARDIOSTAT XR,933552.4,17206,Local Generic,Central,Local Market Audit
2025-08,Cardiostat XR ,1411415.83,11904,Novartis,North,Distributor Panel
2025-08,Cardiostat XR,1208241.09,8799,Sanofi,West,Distributor Panel
2025-08,Cardiostat XR,302208.99,4075,Local Generic,Gulf,Third Party Estimate
2025-08,CardiostatXR,1480249.75,17552,Sanofi,South,Third Party Estimate
2025-08,GlucoFree ,435076.13,7197,AbbVie,North,Distributor Panel
2025-08,GlucoFree,2114371.6,19287,Local Generic,South,IQVIA
2025-08,GlucoFree,337511.91,6152,AstraZeneca,West,Third Party Estimate
2025-08,GlucoFree,679043.11,5833,Local Generic,Central,Third Party Estimate
2025-08,GlucoFree,620542.95,12901,AbbVie,East,Local Market Audit
2025-08,GlucoFreeXR,1120574.41,8282,AbbVie,West,Third Party Estimate
2025-08,GlucoFree XR ,2242696.34,18761,Pfizer,Central,Distributor Panel
2025-08,GlucoFreeXR,1123021.18,15610,Sanofi,Gulf,Third Party Estimate
2025-08,GlucoFree XR ,1833383.38,14047,Pfizer,North,IQVIA
2025-08,Bronchion ,857656.59,8632,Novartis,South,Third Party Estimate
2025-08,Bronchion,628116.91,7626,AstraZeneca,East,Third Party Estimate
2025-08,BRONCHION,591287.87,7203,AbbVie,Central,Distributor Panel
2025-08,Bronchion Cold ,861342.2,15314,Local Generic,West,Distributor Panel
2025-08,BRONCHION COLD,2498354.39,18489,Pfizer,South,IQVIA
2025-08,BRONCHION COLD,464334.33,4433,Pfizer,North,IQVIA
2025-08,BRONCHION COLD,1519233.3,13151,AbbVie,East,Distributor Panel
2025-08,Immunex ,1665877.6,14613,Sanofi,South,IQVIA
2025-08,Immunex,438528.0,7476,Local Generic,Gulf,IQVIA
2025-08,Immunex,597365.03,5879,Novartis,East,Distributor Panel
2025-08,Immunex ,518980.56,9644,Sanofi,North,Local Market Audit
2025-08,Immunex Junior ,1377939.91,12493,Sanofi,North,Third Party Estimate
2025-08,IMMUNEX JUNIOR,1147103.1,15632,Local Generic,West,IQVIA
2025-08,Immunex Junior ,983364.7,7054,AstraZeneca,Gulf,IQVIA
2025-08,Immunex Junior,471099.44,6810,Novartis,South,IQVIA
2025-08,IMMUNEX JUNIOR,1026590.3,10966,Novartis,Central,Distributor Panel
2025-08,IMMUNEX JUNIOR,327302.17,6847,Novartis,East,IQVIA
2025-08,GastroEase,521145.8,5351,AbbVie,East,Third Party Estimate
2025-08,GASTROEASE,952029.96,11471,Sanofi,Gulf,Local Market Audit
2025-08,GastroEase,1021041.94,7897,AbbVie,West,IQVIA
2025-08,GASTROEASE,1541739.35,15292,Novartis,North,Third Party Estimate
2025-08,GastroEase DSR,796970.25,10149,AbbVie,West,Local Market Audit
2025-08,GastroEase DSR ,372545.49,5396,Sanofi,Gulf,Distributor Panel
2025-08,GastroEaseDSR,562295.21,9056,AbbVie,East,Local Market Audit
2025-08,GastroEaseDSR,603903.35,9228,Sanofi,South,Local Market Audit
2025-08,GastroEase DSR,739279.59,16101,Local Generic,North,Distributor Panel
2025-08,GASTROEASE DSR,915921.77,7598,AstraZeneca,Central,IQVIA
2025-08,AllerSafe,1283872.69,12495,AstraZeneca,East,Third Party Estimate
2025-08,AllerSafe,1271904.11,16916,Novartis,Central,Local Market Audit
2025-08,AllerSafe,502779.94,5443,AbbVie,South,IQVIA
2025-08,AllerSafe ,621394.9,6084,Novartis,Gulf,IQVIA
2025-08,AllerSafe,886410.39,7423,AbbVie,North,Distributor Panel
2025-08,AllerSafe,585783.52,7035,Sanofi,West,IQVIA
2025-08,AllerSafePlus,1137589.02,15141,AbbVie,West,IQVIA
2025-08,AllerSafe Plus,1351485.33,14704,AbbVie,North,Distributor Panel
2025-08,AllerSafe Plus,1690811.75,18405,Sanofi,Gulf,IQVIA
2025-08,Neuroton OD ,420885.49,5562,Novartis,South,Local Market Audit
2025-08,NeurotonOD,652143.45,4989,AstraZeneca,North,IQVIA
2025-08,Neuroton OD,1227939.58,17625,Pfizer,Central,IQVIA
2025-09,Cardiostat ,1224717.76,9218,Pfizer,North,Local Market Audit
2025-09,Cardiostat ,1238918.76,10631,Local Generic,East,Third Party Estimate
2025-09,Cardiostat ,1269484.17,13346,Local Generic,Central,Third Party Estimate
2025-09,CARDIOSTAT,946925.92,8275,Pfizer,West,Distributor Panel
2025-09,CARDIOSTAT,834534.09,15786,Local Generic,South,Local Market Audit
2025-09,Cardiostat XR ,418951.63,6393,Novartis,North,Third Party Estimate
2025-09,CardiostatXR,677094.14,5535,Sanofi,West,Third Party Estimate
2025-09,CARDIOSTAT XR,1237715.81,13319,Novartis,Gulf,Distributor Panel
2025-09,GlucoFree,940516.63,8535,Novartis,West,Third Party Estimate
2025-09,GlucoFree ,433719.15,6392,Novartis,Central,Distributor Panel
2025-09,GlucoFree,433461.75,4542,Sanofi,South,IQVIA
2025-09,GLUCOFREE,984241.49,11446,AbbVie,Gulf,Third Party Estimate
2025-09,GlucoFree,1035478.67,11912,Pfizer,North,IQVIA
2025-09,GLUCOFREE,1916332.85,14391,Sanofi,East,Local Market Audit
2025-09,GlucoFree XR,670230.99,6299,Novartis,South,IQVIA
2025-09,GLUCOFREE XR,564499.68,5665,Pfizer,Central,IQVIA
2025-09,GlucoFree XR ,822014.88,7910,AbbVie,East,Third Party Estimate
2025-09,GlucoFreeXR,646637.81,5245,AbbVie,West,Local Market Audit
2025-09,GlucoFreeXR,597048.42,7652,Local Generic,Gulf,Distributor Panel
2025-09,GlucoFree XR ,853374.81,13636,Local Generic,North,Distributor Panel
2025-09,Bronchion,602717.11,6830,Local Generic,South,Third Party Estimate
2025-09,Bronchion,658603.4,10646,Pfizer,East,Local Market Audit
2025-09,Bronchion,775392.94,16884,AbbVie,North,IQVIA
2025-09,Bronchion,1246559.87,13867,Pfizer,West,Distributor Panel
2025-09,BronchionCold,1090130.31,14744,AbbVie,Central,Third Party Estimate
2025-09,Bronchion Cold ,1510943.42,15602,Sanofi,Gulf,Distributor Panel
2025-09,BronchionCold,772670.64,9843,AstraZeneca,South,Third Party Estimate
2025-09,Bronchion Cold,520914.26,5522,Novartis,North,Third Party Estimate
2025-09,Immunex ,486394.9,4215,Sanofi,Gulf,Local Market Audit
2025-09,Immunex ,1890357.91,14271,Local Generic,South,IQVIA
2025-09,Immunex ,1075044.46,9819,AstraZeneca,East,Local Market Audit
2025-09,Immunex,762102.15,9753,AbbVie,Central,Third Party Estimate
2025-09,Immunex Junior ,1620417.42,18803,AstraZeneca,East,Distributor Panel
2025-09,IMMUNEX JUNIOR,354978.14,7752,AbbVie,South,Local Market Audit
2025-09,IMMUNEX JUNIOR,1557443.91,14938,Sanofi,North,Third Party Estimate
2025-09,Immunex Junior ,555522.69,7610,Pfizer,Gulf,Local Market Audit
2025-09,Immunex Junior ,557904.12,9835,Sanofi,Central,IQVIA
2025-09,GASTROEASE,900847.87,9719,Pfizer,East,Distributor Panel
2025-09,GastroEase,483718.75,7595,Sanofi,North,Local Market Audit
2025-09,GastroEase ,361659.53,4596,AbbVie,Central,Third Party Estimate
2025-09,GastroEase,863103.41,6518,Novartis,South,Third Party Estimate
2025-09,GASTROEASE,2123568.0,17490,Local Generic,West,Local Market Audit
2025-09,GastroEase,709575.46,7266,Sanofi,Gulf,IQVIA
2025-09,GastroEaseDSR,435512.0,5007,AstraZeneca,Central,Distributor Panel
2025-09,GastroEase DSR ,1015507.42,11369,AbbVie,West,IQVIA
2025-09,GastroEase DSR,1332216.49,11305,Novartis,South,Distributor Panel
2025-09,GASTROEASE DSR,1478792.14,15789,AstraZeneca,Gulf,Distributor Panel
2025-09,GastroEase DSR ,447232.52,5434,Local Generic,East,IQVIA
2025-09,AllerSafe,1160217.68,21030,Sanofi,Central,Third Party Estimate
2025-09,AllerSafe,751169.61,14792,Local Generic,West,Local Market Audit
2025-09,AllerSafe ,1293772.05,11217,Novartis,North,Local Market Audit
2025-09,AllerSafe,966184.52,16183,Local Generic,Gulf,IQVIA
2025-09,AllerSafe,1935118.3,17538,Pfizer,East,IQVIA
2025-09,AllerSafe,390177.05,6906,Novartis,South,Local Market Audit
2025-09,AllerSafe Plus ,511581.36,9043,AbbVie,West,Local Market Audit
2025-09,AllerSafePlus,2040809.28,16257,AstraZeneca,North,Third Party Estimate
2025-09,AllerSafe Plus,1356347.81,15758,Novartis,Gulf,Local Market Audit
2025-09,Neuroton OD ,1224557.31,11295,Sanofi,South,Distributor Panel
2025-09,Neuroton OD ,1240471.96,10253,AbbVie,Central,Third Party Estimate
2025-09,Neuroton OD ,488536.06,5525,Pfizer,Gulf,Distributor Panel
2025-09,Neuroton OD ,636683.93,4903,Pfizer,West,Distributor Panel
2025-10,CARDIOSTAT,812013.3,6429,Sanofi,West,Third Party Estimate
2025-10,Cardiostat,1160690.15,10816,Local Generic,Gulf,Distributor Panel
2025-10,Cardiostat,1518733.99,12684,Local Generic,East,Distributor Panel
2025-10,Cardiostat ,1139462.65,9135,AbbVie,North,Third Party Estimate
2025-10,CardiostatXR,2018098.42,14867,AstraZeneca,Central,Third Party Estimate
2025-10,CARDIOSTAT XR,556793.84,4421,Novartis,Gulf,IQVIA
2025-10,Cardiostat XR ,1767936.86,13218,Sanofi,East,Local Market Audit
2025-10,CARDIOSTAT XR,2161039.92,18857,Pfizer,North,Local Market Audit
2025-10,GlucoFree,274572.85,5288,AstraZeneca,West,IQVIA
2025-10,GlucoFree ,734321.38,6593,Novartis,North,Local Market Audit
2025-10,GlucoFree,585258.6,6761,Novartis,Central,Local Market Audit
2025-10,GLUCOFREE,1792030.99,14651,Pfizer,East,IQVIA
2025-10,GlucoFree,918586.27,16967,Novartis,South,IQVIA
2025-10,GlucoFree,1097579.25,11088,Sanofi,Gulf,Local Market Audit
2025-10,GlucoFree XR,2075573.58,16463,AbbVie,South,Third Party Estimate
2025-10,GlucoFree XR,723477.94,13985,Novartis,Gulf,Distributor Panel
2025-10,GlucoFreeXR,337064.79,5038,Pfizer,West,Local Market Audit
2025-10,GlucoFreeXR,2729767.05,20584,AbbVie,East,Distributor Panel
2025-10,GlucoFreeXR,354402.2,5907,Pfizer,Central,Local Market Audit
2025-10,GlucoFreeXR,1910786.9,18539,AbbVie,North,IQVIA
2025-10,Bronchion,975495.87,12650,Novartis,Central,Distributor Panel
2025-10,Bronchion,926940.35,14393,Local Generic,West,IQVIA
2025-10,Bronchion,976921.62,8038,Sanofi,East,IQVIA
2025-10,Bronchion Cold ,510492.97,9301,AstraZeneca,Central,Local Market Audit
2025-10,BRONCHION COLD,1288062.08,14253,Pfizer,Gulf,IQVIA
2025-10,Bronchion Cold ,606246.8,4966,Local Generic,North,IQVIA
2025-10,Bronchion Cold ,1087305.06,13296,Local Generic,East,Local Market Audit
2025-10,Bronchion Cold,1175521.44,12093,AbbVie,South,IQVIA
2025-10,BRONCHION COLD,1344221.89,16817,Sanofi,West,Third Party Estimate
2025-10,Immunex,980904.78,11644,Pfizer,South,Local Market Audit
2025-10,Immunex ,758755.72,15060,Novartis,Gulf,Distributor Panel
2025-10,IMMUNEX,462793.04,4527,Sanofi,North,Local Market Audit
2025-10,IMMUNEX JUNIOR,1623816.77,13280,AbbVie,West,Distributor Panel
2025-10,IMMUNEX JUNIOR,818545.76,11243,AstraZeneca,North,Distributor Panel
2025-10,Immunex Junior,936906.07,10093,Sanofi,Central,Third Party Estimate
2025-10,Immunex Junior,1677891.05,18400,Novartis,Gulf,Local Market Audit
2025-10,IMMUNEX JUNIOR,1417764.15,21192,Pfizer,South,Distributor Panel
2025-10,IMMUNEX JUNIOR,1054508.3,18030,Local Generic,East,Third Party Estimate
2025-10,GastroEase,1659088.23,13425,Pfizer,North,Distributor Panel
2025-10,GastroEase ,644353.43,13771,AbbVie,Gulf,Third Party Estimate
2025-10,GastroEase ,355667.28,4389,AstraZeneca,West,IQVIA
2025-10,GastroEase,1367524.44,14179,Pfizer,Central,Distributor Panel
2025-10,GASTROEASE,2501913.26,20512,Pfizer,South,Distributor Panel
2025-10,GastroEase ,1562532.21,18119,Local Generic,East,IQVIA
2025-10,GastroEaseDSR,1283914.18,12917,Novartis,Central,Third Party Estimate
2025-10,GASTROEASE DSR,1720181.52,12949,Pfizer,West,Distributor Panel
2025-10,GASTROEASE DSR,1323273.46,18620,AstraZeneca,East,Distributor Panel
2025-10,AllerSafe,644644.39,9370,Pfizer,Central,Distributor Panel
2025-10,ALLERSAFE,1790901.2,14394,AbbVie,West,Third Party Estimate
2025-10,AllerSafe,383861.91,4298,AbbVie,North,Local Market Audit
2025-10,AllerSafe,1249167.77,9309,AstraZeneca,East,Distributor Panel
2025-10,AllerSafe,352349.54,5069,Sanofi,South,Third Party Estimate
2025-10,AllerSafe Plus,714608.3,12790,Novartis,South,Third Party Estimate
2025-10,ALLERSAFE PLUS,1265921.63,12974,Pfizer,Gulf,Distributor Panel
2025-10,AllerSafePlus,880637.1,7030,AstraZeneca,Central,IQVIA
2025-10,AllerSafe Plus ,714224.47,12899,Pfizer,East,IQVIA
2025-10,NeurotonOD,809144.41,9462,Novartis,South,IQVIA
2025-10,Neuroton OD ,786964.37,9933,Local Generic,East,Distributor Panel
2025-10,Neuroton OD,1007756.55,13817,Novartis,Central,Distributor Panel
2025-10,Neuroton OD,266770.55,4502,Pfizer,West,Local Market Audit
2025-11,CARDIOSTAT,1993619.59,18559,AbbVie,Central,IQVIA
2025-11,Cardiostat ,869325.49,6242,AstraZeneca,Gulf,IQVIA
2025-11,Cardiostat ,2501412.87,20702,Local Generic,East,Third Party Estimate
2025-11,Cardiostat,1079848.55,8679,Novartis,North,Distributor Panel
2025-11,CARDIOSTAT,1242946.68,9016,AbbVie,South,Distributor Panel
2025-11,Cardiostat XR,1592313.86,18969,Sanofi,Gulf,IQVIA
2025-11,Cardiostat XR ,1098344.62,10716,AbbVie,South,Local Market Audit
2025-11,CARDIOSTAT XR,2107472.33,15190,AbbVie,West,Local Market Audit
2025-11,GlucoFree ,1475850.22,10663,Local Generic,East,Local Market Audit
2025-11,GlucoFree,373415.89,8035,AbbVie,Gulf,Distributor Panel
2025-11,GlucoFree,2303293.21,17271,Novartis,Central,IQVIA
2025-11,GlucoFree,1954381.1,17678,Novartis,North,Third Party Estimate
2025-11,GLUCOFREE,885046.44,10635,Local Generic,West,Distributor Panel
2025-11,GlucoFreeXR,1578787.34,13707,AbbVie,East,Third Party Estimate
2025-11,GlucoFreeXR,1795109.36,14441,AbbVie,Gulf,Local Market Audit
2025-11,GlucoFree XR,1724208.97,14641,Novartis,North,IQVIA
2025-11,Bronchion,1072425.21,10632,Novartis,Gulf,Distributor Panel
2025-11,Bronchion ,1732072.64,17568,Sanofi,West,Distributor Panel
2025-11,BRONCHION,919516.46,14843,Pfizer,Central,Local Market Audit
2025-11,Bronchion,1704309.58,17105,Pfizer,South,Distributor Panel
2025-11,Bronchion ,853816.88,11802,AbbVie,East,Local Market Audit
2025-11,BRONCHION COLD,1147403.92,21202,Pfizer,East,IQVIA
2025-11,Bronchion Cold ,1270942.68,20003,Pfizer,Gulf,Distributor Panel
2025-11,Bronchion Cold ,1408151.53,10427,Local Generic,North,Third Party Estimate
2025-11,Bronchion Cold,1481312.88,16811,Local Generic,West,IQVIA
2025-11,Immunex,3561497.74,25996,Local Generic,West,Local Market Audit
2025-11,Immunex,1252580.17,20915,Sanofi,Gulf,Third Party Estimate
2025-11,Immunex,2591338.15,23807,Local Generic,East,Distributor Panel
2025-11,Immunex,928746.7,6953,Novartis,North,IQVIA
2025-11,Immunex ,1578747.51,23094,Novartis,Central,Local Market Audit
2025-11,IMMUNEX,1156148.93,12701,Local Generic,South,Third Party Estimate
2025-11,IMMUNEX JUNIOR,557939.37,6090,Local Generic,South,Local Market Audit
2025-11,Immunex Junior ,484834.67,6927,Local Generic,Gulf,Local Market Audit
2025-11,IMMUNEX JUNIOR,2009565.96,21066,Sanofi,North,Local Market Audit
2025-11,Immunex Junior ,1307909.85,14283,AstraZeneca,East,Distributor Panel
2025-11,Immunex Junior,1067649.48,19709,Sanofi,West,Third Party Estimate
2025-11,GastroEase ,778093.11,9973,Local Generic,East,Local Market Audit
2025-11,GastroEase ,2411732.2,19323,AstraZeneca,South,Third Party Estimate
2025-11,GASTROEASE,1033208.21,14224,AbbVie,West,IQVIA
2025-11,GastroEase,1033747.13,14799,AbbVie,North,Third Party Estimate
2025-11,GastroEase,1436630.39,17335,Sanofi,Gulf,Third Party Estimate
2025-11,GastroEase,1556477.9,14761,Sanofi,Central,Third Party Estimate
2025-11,GastroEase DSR,855867.15,14943,Local Generic,South,IQVIA
2025-11,GastroEaseDSR,2007409.83,16849,Sanofi,Central,IQVIA
2025-11,GASTROEASE DSR,830233.64,12774,Novartis,Gulf,Third Party Estimate
2025-11,GastroEaseDSR,1775771.29,14661,Sanofi,East,Third Party Estimate
2025-11,GastroEase DSR,539338.46,7859,Pfizer,North,IQVIA
2025-11,GastroEase DSR ,1056635.98,19303,AbbVie,West,IQVIA
2025-11,AllerSafe,1100909.37,16073,Local Generic,East,IQVIA
2025-11,ALLERSAFE,2088610.18,19474,Local Generic,Gulf,Distributor Panel
2025-11,AllerSafe ,439179.7,4726,Pfizer,North,IQVIA
2025-11,ALLERSAFE,1889312.06,18439,Pfizer,West,Third Party Estimate
2025-11,AllerSafe Plus ,1014175.68,13760,Novartis,Central,IQVIA
2025-11,AllerSafe Plus ,987915.91,9905,Sanofi,East,Third Party Estimate
2025-11,AllerSafePlus,428457.27,5125,AbbVie,Gulf,Distributor Panel
2025-11,AllerSafe Plus,1097477.12,16083,AbbVie,South,Third Party Estimate
2025-11,Neuroton OD ,1029558.41,11770,AstraZeneca,Central,IQVIA
2025-11,Neuroton OD,817168.35,13931,Pfizer,North,Local Market Audit
2025-11,NEUROTON OD,780951.78,8532,Pfizer,West,Local Market Audit
2025-11,NEUROTON OD,1016997.95,11302,Pfizer,Gulf,Third Party Estimate
2025-11,NEUROTON OD,932131.69,8081,Pfizer,East,Distributor Panel
2025-12,Cardiostat ,729486.05,10824,Local Generic,North,Third Party Estimate
2025-12,Cardiostat,1495859.75,12977,Pfizer,East,Third Party Estimate
2025-12,Cardiostat,773936.93,13556,Novartis,South,IQVIA
2025-12,Cardiostat,788474.49,6178,Pfizer,Central,Third Party Estimate
2025-12,Cardiostat ,1336600.24,11019,Novartis,West,Third Party Estimate
2025-12,Cardiostat,505252.85,8995,Local Generic,Gulf,Distributor Panel
2025-12,CardiostatXR,1661362.07,13700,AstraZeneca,Central,Distributor Panel
2025-12,CARDIOSTAT XR,1590528.44,11875,Novartis,East,Third Party Estimate
2025-12,Cardiostat XR ,247981.74,3998,Pfizer,South,IQVIA
2025-12,Cardiostat XR,637961.72,9979,AstraZeneca,North,Third Party Estimate
2025-12,CARDIOSTAT XR,868482.85,8321,Pfizer,West,Distributor Panel
2025-12,GlucoFree,1254803.36,9844,Sanofi,East,Third Party Estimate
2025-12,GLUCOFREE,906100.98,8552,Pfizer,North,Local Market Audit
2025-12,GlucoFree,450212.16,6288,AstraZeneca,South,IQVIA
2025-12,GlucoFree ,691252.94,6858,Sanofi,West,Distributor Panel
2025-12,GlucoFree XR ,1071571.28,18281,Pfizer,South,Distributor Panel
2025-12,GlucoFree XR ,306542.12,6136,AbbVie,Gulf,Third Party Estimate
2025-12,GLUCOFREE XR,1048477.51,8946,AstraZeneca,North,Third Party Estimate
2025-12,GlucoFreeXR,1279095.92,11411,Sanofi,West,Distributor Panel
2025-12,GLUCOFREE XR,1141667.17,11137,Novartis,East,Distributor Panel
2025-12,GlucoFree XR ,1219148.87,14088,AbbVie,Central,Distributor Panel
2025-12,Bronchion ,710406.17,8909,Local Generic,Central,Distributor Panel
2025-12,BRONCHION,2472609.86,23864,AbbVie,West,Distributor Panel
2025-12,BRONCHION,1707458.39,12234,AbbVie,East,Distributor Panel
2025-12,Bronchion Cold,1282396.27,9715,AstraZeneca,North,Distributor Panel
2025-12,Bronchion Cold ,778269.12,7345,Pfizer,Central,Distributor Panel
2025-12,Bronchion Cold,1868635.39,13614,Local Generic,East,Third Party Estimate
2025-12,Bronchion Cold ,2053465.74,22423,Local Generic,South,IQVIA
2025-12,IMMUNEX,3302506.09,25854,Pfizer,East,Third Party Estimate
2025-12,Immunex,1528155.57,30366,Sanofi,North,IQVIA
2025-12,Immunex,2311498.91,18346,Sanofi,South,Distributor Panel
2025-12,Immunex Junior,1717480.33,15839,Pfizer,Central,Local Market Audit
2025-12,ImmunexJunior,1731170.55,29335,Pfizer,East,Local Market Audit
2025-12,Immunex Junior ,1503497.2,14624,Novartis,North,IQVIA
2025-12,ImmunexJunior,1010812.4,12907,AbbVie,Gulf,IQVIA
2025-12,GASTROEASE,1329734.94,9724,Pfizer,North,Local Market Audit
2025-12,GASTROEASE,747480.02,14178,Sanofi,Gulf,Local Market Audit
2025-12,GastroEase,1043025.56,18105,AbbVie,Central,Distributor Panel
2025-12,GastroEase ,646642.15,6553,Novartis,West,Local Market Audit
2025-12,GastroEase,606942.39,9817,Sanofi,East,Third Party Estimate
2025-12,GastroEase,578971.87,7353,Sanofi,South,Third Party Estimate
2025-12,GastroEase DSR ,1873766.6,13441,Sanofi,North,Distributor Panel
2025-12,GastroEaseDSR,982885.3,7174,Pfizer,Central,Local Market Audit
2025-12,GastroEase DSR,532005.48,7624,AstraZeneca,West,Local Market Audit
2025-12,GastroEaseDSR,1067223.27,10593,AstraZeneca,Gulf,Third Party Estimate
2025-12,AllerSafe,337153.53,3739,Local Generic,East,IQVIA
2025-12,AllerSafe ,612256.78,8263,AstraZeneca,North,Local Market Audit
2025-12,AllerSafe ,1705898.74,13997,AstraZeneca,Gulf,Third Party Estimate
2025-12,ALLERSAFE PLUS,951817.65,12947,AstraZeneca,West,IQVIA
2025-12,AllerSafe Plus ,768435.05,10886,AstraZeneca,South,IQVIA
2025-12,ALLERSAFE PLUS,912715.56,6882,AstraZeneca,East,Local Market Audit
2025-12,AllerSafe Plus,795150.36,6631,Pfizer,Gulf,Distributor Panel
2025-12,AllerSafe Plus ,2301083.06,18995,AbbVie,Central,Local Market Audit
2025-12,ALLERSAFE PLUS,579317.33,9817,Sanofi,North,Distributor Panel
2025-12,NeurotonOD,670961.72,9831,Pfizer,South,Third Party Estimate
2025-12,Neuroton OD ,575592.71,6415,Local Generic,Gulf,Local Market Audit
2025-12,NEUROTON OD,1577371.64,12723,Pfizer,Central,Third Party Estimate
